algorithm,suite,fn_id,dim,num_runs,pop_size,max_iter,fes_per_run_nominal,mean_error,std_error,min_error,median_error,max_error,logscore,mean_fitness,std_fitness,min_fitness,median_fitness,max_fitness,elapsed_sec
PSO,CEC2017,7,30,30,30,1000,30000,138.5618352044482,53.43802453152781,82.71247599927949,119.92819312398603,293.66736523060354,2.115617029649985,838.5618352044484,53.438024531527816,782.7124759992795,819.928193123986,993.6673652306037,1.388628005981445
PSO,CEC2017,8,30,30,30,1000,30000,80.04279981060868,20.500535228015607,44.9205985642343,81.62997152906343,134.4902519886068,1.8894032307308952,880.0427998106089,20.500535228015607,844.9205985642343,881.6299715290634,934.4902519886068,1.3967161178588867
PSO,CEC2017,9,30,30,30,1000,30000,428.2730783490733,414.8549736203796,25.014946980193145,283.0105955273565,1898.808839276552,2.414602123237424,1328.273078349073,414.8549736203796,925.0149469801931,1183.0105955273566,2798.808839276552,1.3918051719665527
PSO,CEC2017,10,30,30,30,1000,30000,3544.500481819048,647.2309065151352,2602.9070631097657,3582.252577209568,5287.916914799443,3.5428193623418536,4544.500481819047,647.2309065151352,3602.9070631097657,4582.252577209568,6287.916914799443,3.102266550064087
PSO,CEC2017,11,30,30,30,1000,30000,236.6181096758072,341.3759336645378,77.56958910314643,170.0261803586609,2054.063526985241,2.2553476154922767,1336.6181096758075,341.3759336645378,1177.5695891031464,1270.026180358661,3154.063526985241,1.2499160766601562
PSO,CEC2017,12,30,30,30,1000,30000,593582937.9303416,1061325903.2664484,409369.5378169535,17631399.907499745,4528119690.762595,7.568481069054391,593584137.9303416,1061325903.2664484,410569.5378169535,17632599.907499745,4528120890.762595,1.6322102546691897
PSO,CEC2017,13,30,30,30,1000,30000,58071824.79992158,176981929.3227141,4494.193964542592,106698.28433157368,716742362.3373672,5.604436678145805,58073124.79992158,176981929.3227141,5794.193964542592,107998.28433157368,716743662.3373672,1.2701125144958496
PSO,CEC2017,14,30,30,30,1000,30000,67878.55989360322,67602.90574765608,1918.2627803865405,43402.28532061663,272933.19317926856,4.56308977828581,69278.55989360322,67602.90574765608,3318.2627803865403,44802.28532061663,274333.19317926856,1.4151463508605957
PSO,CEC2017,15,30,30,30,1000,30000,21456.489847827936,16960.807900702686,322.75750857428216,22422.604536605573,53840.96804363682,4.07472632175111,22956.489847827936,16960.807900702686,1822.7575085742824,23922.604536605573,55340.96804363682,1.1561262607574463
PSO,CEC2017,16,30,30,30,1000,30000,1038.56997767155,319.94612421334205,283.3076674243871,1034.6937503238964,1917.3078056721636,2.992636148219826,2638.5699776715505,319.946124213342,1883.307667424387,2634.6937503238964,3517.307805672164,1.7811739444732666
PSO,CEC2017,17,30,30,30,1000,30000,397.1313422875047,192.52891500768885,99.05237843238228,357.57065248942286,772.7546141523626,2.5399158615970405,2097.1313422875046,192.5289150076888,1799.0523784323825,2057.570652489423,2472.7546141523626,2.266847610473633
PSO,CEC2017,18,30,30,30,1000,30000,931336.428044394,1222005.3839739745,76863.5266352598,625249.8755594537,6109784.479143585,5.715839442987264,933136.428044394,1222005.3839739745,78663.5266352598,627049.8755594537,6111584.479143585,1.176591873168945
PSO,CEC2017,19,30,30,30,1000,30000,2015259.6938034515,10025428.810990768,170.80279959312293,20047.20734806983,55963903.12651965,4.2515910270075645,2017159.6938034515,10025428.810990768,2070.802799593123,21947.20734806983,55965803.12651965,4.5458314418792725
PSO,CEC2017,20,30,30,30,1000,30000,377.6734275865412,161.62741798352732,98.66605518920868,351.90000934464274,801.0395053960365,2.532993849179645,2377.673427586541,161.62741798352732,2098.6660551892087,2351.900009344643,2801.0395053960365,2.2458996772766118
PSO,CEC2017,21,30,30,30,1000,30000,289.4690686151525,27.68509609688514,242.43611072987733,282.96424008905615,369.9573296073472,2.459733240750377,2389.469068615153,27.68509609688514,2342.4361107298773,2382.964240089056,2469.957329607347,2.0501861572265625
PSO,CEC2017,22,30,30,30,1000,30000,2133.585475515876,1645.6826856314806,216.43759606856884,2001.9649803211728,4604.518369990586,3.125704351887428,4333.585475515874,1645.6826856314806,2416.437596068569,4201.964980321173,6804.518369990586,4.988167762756348
PSO,CEC2017,23,30,30,30,1000,30000,573.3394059099057,70.85288438334817,458.2166643997489,574.0966272449486,737.2480098687493,2.7551474333337054,2873.339405909906,70.85288438334817,2758.216664399749,2874.0966272449486,3037.2480098687493,4.6852192878723145
PSO,CEC2017,24,30,30,30,1000,30000,658.0521865269653,102.69837702232417,527.3847341424848,615.1521681080033,975.4421412311668,2.8134202943010576,3058.052186526966,102.69837702232414,2927.384734142485,3015.152168108003,3375.4421412311667,3.627028703689575
PSO,CEC2017,25,30,30,30,1000,30000,432.3577013008317,67.82280070921378,388.6941207321906,414.21792349048087,725.8635628833244,2.631669136233583,2932.357701300831,67.82280070921378,2888.69412073219,2914.2179234904806,3225.8635628833244,3.2027218341827397
PSO,CEC2017,26,30,30,30,1000,30000,2189.2987084173988,930.2022310721264,200.29314808458685,2222.329542993245,4254.649618935291,3.2834529162976724,4789.298708417398,930.2022310721262,2800.293148084587,4822.329542993244,6854.649618935291,6.1349921226501465
PSO,CEC2017,27,30,30,30,1000,30000,604.0571953779591,76.69120913736923,509.2331186292222,585.209232941892,869.295374648822,2.7778558773852207,3304.0571953779595,76.69120913736923,3209.233118629222,3285.209232941892,3569.295374648822,4.989012718200684
PSO,CEC2017,28,30,30,30,1000,30000,625.5188669817472,153.37403816704796,431.5590277755373,587.0426633172717,1061.7732849673605,2.7844122238534155,3425.518866981748,153.37403816704796,3231.5590277755373,3387.042663317272,3861.77328496736,4.561098337173462
PSO,CEC2017,29,30,30,30,1000,30000,929.1692780138828,221.01589553935003,519.3341978138324,907.7167614351664,1649.8459347024927,2.9566378003453884,3829.169278013883,221.01589553935008,3419.3341978138324,3807.716761435167,4549.845934702493,4.491497755050659
PSO,CEC2017,30,30,30,30,1000,30000,814039.8755895086,1450615.4853499045,4265.607397786797,306017.3340799941,6305675.186823371,5.304270495886344,817039.8755895086,1450615.4853499045,7265.607397786797,309017.3340799941,6308675.186823371,6.03032112121582
PSO,CEC2017,1,50,30,30,1000,30000,101388097757.96368,50914469589.21394,23282280852.01385,95633652709.49828,230056904311.62888,10.94385717953936,101388097857.96368,50914469589.21394,23282280952.01385,95633652809.49828,230056904411.62888,0.9497191905975342
PSO,CEC2017,3,50,30,30,1000,30000,163087.02415217992,43937.80269421536,103174.03827583096,155404.43201428984,278924.061150799,5.19738615136479,163387.02415217992,43937.80269421536,103474.03827583096,155704.43201428984,279224.061150799,0.961017608642578
